"Name","Rating","Rarity","Preferred Position","Nation","League","Team","Price Limits","Last Sale Price","Discard Value","Contract","Untradeable","Loans","DefinitionId","IsDuplicate","IsInActive11","Alternate Positions","ExternalPrice"
"Mandanda","79","Common","GK","France","Ligue 1 Uber Eats","Stade Rennais FC","Min:350 Max:10000","0","0","7","true","false","163705","false","false","GK","450"
"Rall","79","Common","RB","Germany","GPFBL","FC Bayern München","Min:350 Max:10000","0","0","7","true","false","264901","false","false","RWB,RB,RM","950"
"Părăluță","79","Common","GK","Romania","Liga F","Levante UD","Min:350 Max:10000","0","0","7","true","false","272022","false","false","GK","450"
"Laura Domínguez","79","Common","LWB","Spain","Liga F","Madrid CFF","Min:350 Max:10000","0","0","7","true","false","272067","false","false","LB,LWB","450"
"Mayling","79","Common","RB","England","Barclays WSL","Aston Villa","Min:350 Max:10000","0","0","7","true","false","265326","false","false","RWB,RB","500"
"Gallagher","79","Evolutions I","CM","England","Premier League","Chelsea","Min:350 Max:10000","0","0","12","true","false","238216","false","false","CDM,CM","500"
"Ramsey","78","Rare","LM","England","Premier League","Aston Villa","Min:650 Max:10000","650","554","1","false","false","246923","false","false","CM,LM,LW","700"
"Reijnders","78","Rare","CM","Netherlands","Serie A TIM","Milan","Min:650 Max:10000","0","554","7","false","false","240638","false","false","CM","700"
"Wedemeyer","78","Common","RB","Germany","GPFBL","VfL Wolfsburg","Min:350 Max:10000","0","277","7","false","false","241847","false","false","RWB,RB,CB","500"
"Pavlidis","78","Common","ST","Greece","Eredivisie","AZ","Min:350 Max:10000","0","277","7","false","false","229188","false","false","CF,ST","450"
"Nouwen","78","Common","CB","Netherlands","Barclays WSL","Chelsea","Min:350 Max:10000","0","277","7","false","false","246317","false","false","CB","1200"
"Munir","78","Common","LM","Morocco","LALIGA EA SPORTS","UD Las Palmas","Min:350 Max:10000","0","277","7","false","false","220253","false","false","LM,ST,LW","450"
"El Shaarawy","78","Common","LM","Italy","Serie A TIM","Roma FC","Min:350 Max:10000","0","277","7","false","false","190813","false","false","LM,LW","550"
"Swaby","78","Rare","CB","Jamaica","D1 Arkema","FC Fleury 91","Min:650 Max:10000","0","0","1","true","false","246208","false","false","CB","700"
"Nzola","78","Rare","ST","Angola","Serie A TIM","Fiorentina","Min:650 Max:10000","0","0","4","true","false","240452","false","false","CF,ST","700"
"Dúbravka","78","Common","GK","Slovakia","Premier League","Newcastle Utd","Min:350 Max:10000","0","0","19","true","false","220407","false","false","GK","450"
"Bremer","78","Common","ST","Germany","Barclays WSL","Brighton","Min:350 Max:10000","0","0","4","true","false","226355","false","false","RM,CF,ST","600"
"Clasie","78","Common","CDM","Netherlands","Eredivisie","AZ","Min:350 Max:10000","0","0","7","true","false","199422","false","false","CDM,CM","450"
"Malacia","78","Rare","LB","Netherlands","Premier League","Manchester Utd","Min:650 Max:10000","0","0","2","true","false","238041","false","false","LB,LWB","700"
"Gallagher","78","Common","CM","England","Premier League","Chelsea","Min:350 Max:10000","0","0","7","true","false","238216","false","false","CDM,CM","500"
"Dante","78","Common","CB","Brazil","Ligue 1 Uber Eats","OGC Nice","Min:350 Max:10000","0","0","7","true","false","158625","false","false","CB","450"
"Dahoud","78","Common","CM","Germany","Premier League","Brighton","Min:350 Max:10000","0","0","7","true","false","218339","false","false","CDM,CM","500"
"Aitor","78","Common","GK","Spain","LALIGA EA SPORTS","CA Osasuna","Min:350 Max:10000","0","0","7","true","false","193314","false","false","GK","450"
"Lenzini","78","Rare","CB","Italy","Calcio A Femminile","Juventus","Min:650 Max:10000","0","0","7","true","false","266937","false","false","RB,CB","700"
"Igor Coronado","78","Rare","CAM","Brazil","ROSHN Saudi League","Al Ittihad","Min:650 Max:10000","0","0","7","true","false","202599","false","false","CM,LM,CAM","700"
"Lafont","78","Rare","GK","France","Ligue 1 Uber Eats","FC Nantes","Min:650 Max:10000","0","0","7","true","false","231691","false","false","GK","700"
"Rajković","78","Common","GK","Serbia","LALIGA EA SPORTS","RCD Mallorca","Min:350 Max:10000","0","0","7","true","false","241727","false","false","GK","450"
"Caio Henrique","78","Common","LB","Brazil","Ligue 1 Uber Eats","AS Monaco","Min:350 Max:10000","0","0","7","true","false","232440","false","false","LB,LWB","550"
"Emerson Royal","78","Common","RB","Brazil","Premier League","Spurs","Min:350 Max:10000","0","0","7","true","false","247204","false","false","RWB,RB","550"
"Groß","78","Common","CM","Germany","Premier League","Brighton","Min:350 Max:10000","0","0","6","true","false","190765","false","false","RB,CDM,CM","500"
"Raum","78","Rare","LB","Germany","Bundesliga","RB Leipzig","Min:650 Max:10000","0","0","7","true","false","236703","false","false","LB,LWB,LM","700"
"Maksimović","78","Common","CM","Serbia","LALIGA EA SPORTS","Getafe CF","Min:350 Max:10000","0","0","7","true","false","239433","false","false","CDM,CM","450"
"Arthur","78","Common","CM","Brazil","Serie A TIM","Fiorentina","Min:350 Max:10000","0","0","7","true","false","230658","false","false","CDM,CM","450"
"Haidara","78","Common","CM","Mali","Bundesliga","RB Leipzig","Min:350 Max:10000","0","0","7","true","false","238463","false","false","CDM,RM,CM","450"
"Ünder","78","Common","RM","Turkey","Trendyol Süper Lig","Fenerbahçe","Min:350 Max:10000","0","0","7","true","false","235889","false","false","RM,CF,RW","450"
"Hateboer","78","Common","RWB","Netherlands","Serie A TIM","Bergamo Calcio","Min:350 Max:10000","0","0","7","true","false","220093","false","false","RWB,RB,RM","450"
"Quinn","78","Common","CDM","Canada","NWSL","Seattle Reign","Min:350 Max:10000","0","0","7","true","false","227404","false","false","CDM","400"
"De la Cruz","78","CONMEBOL Libertadores","CM","Uruguay","Libertadores","River Plate","Min:650 Max:10000","0","0","7","true","false","240699","false","false","CM,LM,CAM","2400"
"Jéssica Silva","78","Rare","ST","Portugal","Liga Portugal Feminino","SL Benfica","Min:650 Max:10000","0","0","7","true","false","261852","false","false","CF,RW,ST","700"
"Fran Navarro","78","Common","ST","Spain","Liga Portugal","FC Porto","Min:350 Max:10000","0","0","7","true","false","247138","false","false","CF,ST","800"
"Wimmer","78","Rare","RW","Austria","Bundesliga","VfL Wolfsburg","Min:650 Max:10000","0","0","7","true","false","254566","false","false","RM,CF,RW","700"
"Mavropanos","78","Rare","CB","Greece","Premier League","West Ham","Min:650 Max:10000","0","0","7","true","false","242000","false","false","RB,CB","700"
"Pessina","78","Common","CAM","Italy","Serie A TIM","Monza","Min:350 Max:10000","0","0","7","true","false","239613","false","false","CM,CAM,CF","450"
"Thomasson","78","Common","LW","France","Ligue 1 Uber Eats","RC Lens","Min:350 Max:10000","0","0","7","true","false","208787","false","false","CM,LM,RW,LW","450"
"Soyer","78","Common","RB","France","D1 Arkema","Paris FC","Min:350 Max:10000","0","0","7","true","false","227355","false","false","RWB,RB,LB","450"
"Sinisterra","78","Rare","LM","Colombia","Premier League","AFC Bournemouth","Min:650 Max:10000","0","0","7","true","false","50565148","false","false","RM,LM,CAM,LW","700"
"Tomiyasu","78","Common","RB","Japan","Premier League","Arsenal","Min:350 Max:10000","0","0","7","true","false","232938","false","false","RWB,RB,LB","450"
"Fernando","78","Common","GK","Spain","LALIGA EA SPORTS","UD Almería","Min:350 Max:10000","0","0","7","true","false","205288","false","false","GK","450"
"Espino","78","Rare","LB","Uruguay","LALIGA EA SPORTS","Rayo Vallecano","Min:650 Max:10000","0","0","7","true","false","247131","false","false","LB,LWB","700"
"Becker","78","Rare","ST","Suriname","Bundesliga","Union Berlin","Min:650 Max:10000","0","0","7","true","false","223790","false","false","RM,CF,ST","700"
"Pépé","78","Common","RM","Ivory Coast","Trendyol Süper Lig","Trabzonspor","Min:300 Max:5000","0","0","7","true","false","50557758","false","false","RM,LM,RW,LW","450"
"Camara","78","Rare","CDM","Mali","Ligue 1 Uber Eats","AS Monaco","Min:650 Max:10000","0","0","7","true","false","246764","false","false","CDM,CM","700"
"Staab","78","Common","CB","United States","NWSL","Washington Spirit","Min:350 Max:10000","0","0","7","true","false","267264","false","false","CB","1000"
"Voll","78","Common","GK","Germany","GPFBL","Leverkusen","Min:350 Max:10000","0","0","7","true","false","265118","false","false","GK","400"
"Nayler","78","Common","GK","New Zealand","GPFBL","FC Bayern München","Min:350 Max:10000","0","0","7","true","false","233337","false","false","GK","500"
"Adams","78","Rare","CDM","United States","Premier League","AFC Bournemouth","Min:650 Max:10000","0","0","7","true","false","232999","false","false","CDM,CM","700"
"Bouanga","78","Rare","LW","Gabon","MLS","LAFC","Min:650 Max:10000","0","0","7","true","false","225951","false","false","LM,ST,LW","700"
"Driussi","78","Common","CAM","Argentina","MLS","Austin FC","Min:350 Max:10000","0","0","7","true","false","221125","false","false","CAM,CF","450"
"Gigot","78","Common","CB","France","Ligue 1 Uber Eats","OM","Min:300 Max:10000","0","0","7","true","false","219581","false","false","CB","450"
"Badiashile","78","Common","CB","France","Premier League","Chelsea","Min:350 Max:10000","0","0","7","true","false","242578","false","false","CB","500"
"Alex Sandro","78","Common","LB","Brazil","Serie A TIM","Juventus","Min:350 Max:10000","0","0","7","true","false","191043","false","false","CB,LB,LWB","500"
"Martín-Prieto","78","Common","ST","Spain","Liga F","Sevilla FC","Min:350 Max:10000","0","0","7","true","false","272050","false","false","CF,ST","450"
"Sensi","78","Common","CM","Italy","Serie A TIM","Inter","Min:350 Max:10000","0","0","7","true","false","229857","false","false","CM,CAM,CF","450"
"Lang","78","Rare","LW","Netherlands","Eredivisie","PSV","Min:650 Max:10000","0","0","7","true","false","239380","false","false","LM,LW","700"
"Sanabria","78","Common","ST","Paraguay","Serie A TIM","Torino","Min:350 Max:10000","0","0","7","true","false","219932","false","false","CF,ST","450"
"Santi Comesaña","78","Common","CDM","Spain","LALIGA EA SPORTS","Villarreal CF","Min:350 Max:10000","0","0","7","true","false","235781","false","false","CDM","450"
"Stepanenko","78","Common","CDM","Ukraine","Ukrayina Liha","Shakhtar Donetsk","Min:350 Max:10000","0","0","7","true","false","206413","false","false","CDM","450"
"Lee Jae Sung","78","Common","CAM","Korea Republic","Bundesliga","1. FSV Mainz 05","Min:350 Max:10000","0","0","7","true","false","221671","false","false","CM,CAM,CF","450"
"Asun Martínez","78","Common","RW","Spain","Liga F","Valencia CF","Min:350 Max:10000","0","0","7","true","false","272098","false","false","RM,RW,ST","450"
"Fran García","78","Rare","LB","Spain","LALIGA EA SPORTS","Real Madrid","Min:650 Max:10000","0","0","7","true","false","246606","false","false","LB,LWB","700"
"Willock","78","Rare","CM","England","Premier League","Newcastle Utd","Min:650 Max:10000","0","0","7","true","false","237329","false","false","CM","700"
"Romero","78","CONMEBOL Libertadores","GK","Argentina","Libertadores","Boca Juniors","Min:650 Max:10000","0","0","7","true","false","173373","false","false","GK","750"
"Cillessen","78","Common","GK","Netherlands","Eredivisie","N.E.C. Nijmegen","Min:350 Max:10000","0","0","7","true","false","199987","false","false","GK","450"
"van de Sanden","78","Rare","RM","Netherlands","Barclays WSL","Liverpool","Min:650 Max:10000","0","0","7","true","false","233752","false","false","RM,RW","700"
"Coufal","78","Common","RB","Czech Republic","Premier League","West Ham","Min:350 Max:10000","0","0","7","true","false","244470","false","false","RWB,RB","500"
"Gabri Veiga","78","Common","CM","Spain","ROSHN Saudi League","Al Ahli","Min:350 Max:10000","0","0","7","true","false","258729","false","false","CM,CAM","450"
"Ansu Fati","78","Rare","LW","Spain","Premier League","Brighton","Min:650 Max:10000","0","0","7","true","false","50584652","false","false","LM,ST,LW","700"
"Scamacca","78","Common","ST","Italy","Serie A TIM","Bergamo Calcio","Min:350 Max:10000","0","0","7","true","false","226710","false","false","CF,ST","450"
"Hanson","78","Rare","LM","Scotland","Barclays WSL","Aston Villa","Min:650 Max:10000","0","0","7","true","false","265274","false","false","RM,LM,CAM,LW","700"
"Rubén García","78","Common","LM","Spain","LALIGA EA SPORTS","CA Osasuna","Min:350 Max:10000","0","0","7","true","false","211022","false","false","RM,LM,CAM,LW","450"
"Maite Oroz","78","Rare","CM","Spain","Liga F","Real Madrid CF","Min:650 Max:10000","0","0","7","true","false","262458","false","false","CDM,CM","700"
"Pepelu","78","Common","CDM","Spain","LALIGA EA SPORTS","Valencia CF","Min:350 Max:10000","0","0","7","true","false","230786","false","false","CDM","450"
"Castrovilli","78","Common","CM","Italy","Serie A TIM","Fiorentina","Min:350 Max:10000","0","0","7","true","false","225014","false","false","CM","450"
"Kalulu","78","Rare","CB","France","Serie A TIM","Milan","Min:650 Max:10000","0","0","7","true","false","255654","false","false","RB,CB","700"
"Hazard","78","Common","LM","Belgium","1A Pro League","RSC Anderlecht","Min:350 Max:10000","0","0","7","true","false","50535134","false","false","LM,CF,LW","450"
"Sow","78","Rare","CM","Switzerland","LALIGA EA SPORTS","Sevilla FC","Min:650 Max:10000","0","0","7","true","false","229752","false","false","CDM,CM","700"
"Ana Tejada","77","Rare","CB","Spain","Liga F","Real Sociedad","Min:650 Max:10000","0","547","7","false","false","272206","false","false","CB","700"
"Trubin","77","Rare","GK","Ukraine","Liga Portugal","SL Benfica","Min:650 Max:10000","0","547","7","false","false","250753","false","false","GK","700"
"Valjent","77","Common","CB","Slovakia","LALIGA EA SPORTS","RCD Mallorca","Min:350 Max:10000","0","273","7","false","false","219585","false","false","CB","450"
"Brian Oliván","77","Common","LB","Spain","LALIGA HYPERMOTION","RCD Espanyol","Min:350 Max:10000","0","273","7","false","false","228326","false","false","LB,LWB","450"
"Lundkvist","77","Common","RB","Sweden","Liga F","Atlético de Madrid","Min:350 Max:10000","0","273","7","false","false","272114","false","false","RWB,RB,LB","500"
"Balliu","77","Common","RB","Albania","LALIGA EA SPORTS","Rayo Vallecano","Min:350 Max:10000","0","273","7","false","false","203581","false","false","RWB,RB","450"
"Repohl","77","Common","GK","Germany","GPFBL","Leverkusen","Min:350 Max:10000","0","273","7","false","false","264915","false","false","GK","450"
"Turner","77","Common","GK","United States","Premier League","Nott'm Forest","Min:350 Max:10000","0","273","7","false","false","233267","false","false","GK","450"
"Gibbs-White","77","Common","CAM","England","Premier League","Nott'm Forest","Min:350 Max:10000","0","273","7","false","false","236015","false","false","CAM,CF,LW","400"
"Gueye","77","Common","CDM","Senegal","Premier League","Everton","Min:350 Max:10000","0","273","7","false","false","193474","false","false","CDM,CM","500"
"Elena Julve","77","Common","RW","Spain","Liga F","Levante LP","Min:350 Max:10000","0","273","7","false","false","272163","false","false","RM,RW,LW","450"
"Illarramendi","77","Common","CM","Spain","MLS","FC Dallas","Min:350 Max:10000","0","273","7","false","false","190584","false","false","CDM,CM","400"
"Weghorst","77","Common","ST","Netherlands","Bundesliga","TSG Hoffenheim","Min:350 Max:10000","0","273","7","false","false","223689","false","false","CF,ST","450"
"Elliott","77","Common","CAM","England","Premier League","Liverpool","Min:350 Max:10000","0","273","7","false","false","246174","false","false","CM,CAM,RW","450"
"Blaswich","77","Common","GK","Germany","Bundesliga","RB Leipzig","Min:350 Max:10000","0","0","2","true","false","204092","false","false","GK","450"
"Cervi","77","Common","LM","Argentina","LALIGA EA SPORTS","RC Celta","Min:350 Max:10000","0","0","1","true","false","223061","false","false","RM,LM,LW","450"
"Munetsi","77","Common","CDM","Zimbabwe","Ligue 1 Uber Eats","Stade de Reims","Min:350 Max:10000","0","0","7","true","false","235432","false","false","CDM,CM,CAM","450"
"Skorupski","77","Common","GK","Poland","Serie A TIM","Bologna","Min:350 Max:10000","0","0","7","true","false","189908","false","false","GK","450"
"Sánchez","77","Common","CB","Colombia","Trendyol Süper Lig","Galatasaray","Min:350 Max:10000","0","0","7","true","false","50552441","false","false","CB","450"
"Gray","77","Common","LM","Jamaica","ROSHN Saudi League","Ettifaq FC","Min:350 Max:10000","0","0","7","true","false","50552281","false","false","LM,LW","500"
"Nørgaard","77","Common","CDM","Denmark","Premier League","Brentford","Min:350 Max:10000","0","0","7","true","false","210697","false","false","CDM","450"
"Hernández","77","Common","ST","Mexico","MLS","LA Galaxy","Min:350 Max:10000","0","0","7","true","false","178224","false","false","CF,ST","950"
"Moukoko","77","Common","ST","Germany","Bundesliga","Borussia Dortmund","Min:350 Max:10000","0","0","7","true","false","240833","false","false","CF,ST","450"
"Jones","77","Common","CM","England","Premier League","Liverpool","Min:350 Max:10000","0","0","7","true","false","242434","false","false","CM","500"
"Muñoz","77","Common","RB","Colombia","1A Pro League","KRC Genk","Min:350 Max:10000","0","0","7","true","false","237646","false","false","RWB,RB,CB","550"
"Lindstrøm","77","Common","CAM","Denmark","Serie A TIM","Napoli FC","Min:350 Max:10000","0","0","7","true","false","245741","false","false","RM,CAM,CF","450"
"van de Beek","77","Common","CM","Netherlands","Premier League","Manchester Utd","Min:350 Max:10000","0","0","7","true","false","221363","false","false","CDM,CM,CAM","1200"
"Luiz Henrique","77","Common","RM","Brazil","LALIGA EA SPORTS","Real Betis","Min:350 Max:10000","0","0","7","true","false","264698","false","false","RM,LM,RW","550"
"Ryerson","77","Common","LB","Norway","Bundesliga","Borussia Dortmund","Min:350 Max:10000","0","0","7","true","false","229891","false","false","RB,LB,LWB","450"
"Laia Aleixandri","77","Common","CB","Spain","Barclays WSL","Manchester City","Min:350 Max:10000","0","0","7","true","false","253435","false","false","RB,CB","450"
"Stephen Eustáquio","77","Common","CDM","Canada","Liga Portugal","FC Porto","Min:350 Max:10000","0","0","7","true","false","242380","false","false","CDM,CM","450"
"Cataldi","77","Common","CDM","Italy","Serie A TIM","Latium","Min:350 Max:10000","0","0","7","true","false","211361","false","false","CDM","450"
"Manu Trigueros","77","Common","CM","Spain","LALIGA EA SPORTS","Villarreal CF","Min:350 Max:10000","0","0","7","true","false","206545","false","false","CM,LM","400"
"Doku","77","Rare","RM","Belgium","Premier League","Manchester City","Min:650 Max:10000","0","0","7","true","false","246420","false","false","RM,RW","700"
"Abdelhamid","77","Common","CB","Morocco","Ligue 1 Uber Eats","Stade de Reims","Min:350 Max:10000","0","0","7","true","false","206493","false","false","CB","450"
"Nmecha","77","Rare","CM","Germany","Bundesliga","Borussia Dortmund","Min:650 Max:10000","0","0","7","true","false","246863","false","false","CM,LM","700"
"Michael","77","Rare","LM","Brazil","ROSHN Saudi League","Al Hilal","Min:650 Max:10000","0","0","7","true","false","238361","false","false","RM,LM,LW","700"
"Armani","77","CONMEBOL Libertadores","GK","Argentina","Libertadores","River Plate","Min:650 Max:10000","0","0","7","true","false","214584","false","false","GK","700"
"Barco","77","CONMEBOL Libertadores","LM","Argentina","Libertadores","River Plate","Min:650 Max:10000","0","0","7","true","false","236007","false","false","LM,ST,LW","700"
"Djené","77","Common","CB","Togo","LALIGA EA SPORTS","Getafe CF","Min:350 Max:10000","0","0","7","true","false","217940","false","false","CB,CDM","450"
"Paulinho","77","Common","ST","Portugal","Liga Portugal","Sporting CP","Min:350 Max:10000","0","0","7","true","false","216531","false","false","CF,ST","450"
"Buongiorno","77","Common","CB","Italy","Serie A TIM","Torino","Min:350 Max:10000","0","0","7","true","false","243241","false","false","CB","450"
"Lukić","77","Common","CM","Serbia","Premier League","Fulham","Min:350 Max:10000","0","0","7","true","false","236699","false","false","CDM,CM","500"
"Koné","77","Common","CM","France","Bundesliga","M'gladbach","Min:350 Max:10000","0","0","7","true","false","250723","false","false","CM","400"
"Barrow","77","Common","CF","Gambia","ROSHN Saudi League","Al Taawoun","Min:350 Max:10000","0","0","7","true","false","50574022","false","false","LM,CF,ST","400"
"Marcano","77","Common","CB","Spain","Liga Portugal","FC Porto","Min:350 Max:10000","0","0","7","true","false","173521","false","false","CB","450"
"Theate","77","Common","CB","Belgium","Ligue 1 Uber Eats","Stade Rennais FC","Min:350 Max:10000","0","0","7","true","false","257278","false","false","CB","450"
"Kennedy","77","Common","CB","Australia","Barclays WSL","Manchester City","Min:350 Max:10000","0","0","7","true","false","227109","false","false","CB,CDM","550"
"Kadıoğlu","77","Rare","RB","Turkey","Trendyol Süper Lig","Fenerbahçe","Min:650 Max:10000","0","0","7","true","false","235152","false","false","RWB,RB,LB,LM","700"
"Acosta","77","Rare","CAM","Argentina","MLS","FC Cincinnati","Min:650 Max:10000","0","0","7","true","false","221634","false","false","CAM,CF","700"
"Furuhashi","77","Rare","ST","Japan","cinch Prem","Celtic","Min:650 Max:10000","0","0","7","true","false","245538","false","false","CF,ST","700"
"Jordi Masip","77","Rare","GK","Spain","LALIGA HYPERMOTION","R. Valladolid CF","Min:650 Max:10000","0","0","7","true","false","199575","false","false","GK","700"
"Kluivert","77","Rare","RM","Netherlands","Premier League","AFC Bournemouth","Min:650 Max:10000","0","0","7","true","false","236920","false","false","RM,LM,RW","700"
"Hamdallah","77","Common","ST","Morocco","ROSHN Saudi League","Al Ittihad","Min:350 Max:10000","0","0","7","true","false","213761","false","false","CF,ST","450"
"Solomon","77","Common","LW","Israel","Premier League","Spurs","Min:350 Max:10000","0","0","7","true","false","246791","false","false","LM,RW,LW","450"
"Lucas Torró","77","Common","CDM","Spain","LALIGA EA SPORTS","CA Osasuna","Min:350 Max:10000","0","0","7","true","false","208137","false","false","CDM,CM","450"
"Sportiello","77","Common","GK","Italy","Serie A TIM","Milan","Min:350 Max:10000","0","0","7","true","false","216065","false","false","GK","450"
"Montipò","77","Common","GK","Italy","Serie A TIM","Hellas Verona","Min:350 Max:10000","0","0","7","true","false","215363","false","false","GK","450"
"Rodrigo Becão","77","Common","CB","Brazil","Trendyol Süper Lig","Fenerbahçe","Min:350 Max:10000","0","0","7","true","false","238621","false","false","CB","400"
"Rojo","77","CONMEBOL Libertadores","CB","Argentina","Libertadores","Boca Juniors","Min:650 Max:10000","0","0","7","true","false","201862","false","false","CB","750"
"Pérez","77","CONMEBOL Libertadores","CDM","Argentina","Libertadores","River Plate","Min:650 Max:10000","0","0","7","true","false","196432","false","false","CDM,CM","1100"
"Madueke","77","Common","RW","England","Premier League","Chelsea","Min:350 Max:10000","0","0","7","true","false","254796","false","false","RM,RW","450"
"Udogie","77","Rare","LB","Italy","Premier League","Spurs","Min:650 Max:10000","0","0","7","true","false","259583","false","false","LB,LWB,LM","700"
"Aktürkoğlu","77","Common","LM","Turkey","Trendyol Süper Lig","Galatasaray","Min:350 Max:10000","0","0","7","true","false","258580","false","false","LM,LW","450"
"Kouamé","77","Common","ST","Ivory Coast","Serie A TIM","Fiorentina","Min:350 Max:10000","0","0","7","true","false","235866","false","false","CF,RW,ST,LW","450"
"Bardakçı","77","Common","CB","Turkey","Trendyol Süper Lig","Galatasaray","Min:350 Max:10000","0","0","7","true","false","229905","false","false","CB","500"
"Hübers","77","Rare","CB","Germany","Bundesliga","1. FC Köln","Min:650 Max:10000","0","0","7","true","false","234727","false","false","CB","700"
"Thierry Correia","77","Rare","RB","Portugal","LALIGA EA SPORTS","Valencia CF","Min:650 Max:10000","0","0","7","true","false","247832","false","false","RWB,RB,RM","700"
"Melendo","77","Common","CM","Spain","LALIGA EA SPORTS","Granada CF","Min:350 Max:10000","0","0","7","true","false","236679","false","false","RM,CM,CAM","450"
"Rafa Mir","77","Common","ST","Spain","LALIGA EA SPORTS","Sevilla FC","Min:350 Max:10000","0","0","7","true","false","231628","false","false","CF,ST","450"
"Niakhaté","77","Common","CB","Senegal","Premier League","Nott'm Forest","Min:350 Max:10000","0","0","7","true","false","225859","false","false","CB","450"
"Miranchuk","77","Common","CF","Russia","Serie A TIM","Bergamo Calcio","Min:300 Max:10000","0","0","7","true","false","214092","false","false","CAM,CF,ST","450"
"Sabaly","77","Common","RB","Senegal","LALIGA EA SPORTS","Real Betis","Min:350 Max:10000","0","0","7","true","false","215699","false","false","RWB,RB,RM","400"
"Angeldahl","77","Common","CM","Sweden","Barclays WSL","Manchester City","Min:350 Max:10000","0","0","7","true","false","263964","false","false","CM","450"
"Bebou","77","Rare","ST","Togo","Bundesliga","TSG Hoffenheim","Min:650 Max:10000","0","0","7","true","false","216258","false","false","RM,CF,RW,ST","700"
"Martínez Quarta","77","Common","CB","Argentina","Serie A TIM","Fiorentina","Min:350 Max:10000","0","0","7","true","false","228708","false","false","CB","450"
"Pérez","77","CONMEBOL Sudamericana","CDM","Argentina","Sudamericana","Estudiantes","Min:350 Max:10000","0","0","7","true","false","50528080","false","false","CDM,CM","0"
"De Frutos","77","Common","RM","Spain","LALIGA EA SPORTS","Rayo Vallecano","Min:350 Max:10000","0","0","7","true","false","243559","false","false","RM,RW","450"
"Pepe Reina","77","Common","GK","Spain","LALIGA EA SPORTS","Villarreal CF","Min:350 Max:10000","0","0","7","true","false","24630","false","false","GK","450"
"Blind","77","Common","CB","Netherlands","LALIGA EA SPORTS","Girona FC","Min:350 Max:10000","0","0","7","true","false","190815","false","false","CB,LB","400"
"Borini","77","Common","LM","Italy","Serie BKT","Sampdoria","Min:350 Max:10000","0","0","7","true","false","186200","false","false","LM,ST,LW","450"
"Domingos Duarte","77","Common","CB","Portugal","LALIGA EA SPORTS","Getafe CF","Min:350 Max:10000","0","0","7","true","false","234835","false","false","CB","450"
"Stuani","77","Common","ST","Uruguay","LALIGA EA SPORTS","Girona FC","Min:350 Max:10000","0","0","7","true","false","186537","false","false","CF,ST","450"
"Kilman","77","In-Progress Evolution","CB","England","Premier League","Wolves","Min:350 Max:10000","0","0","25","true","false","245336","false","false","CB","450"
"Fábio Martins","76","Common","LM","Portugal","ROSHN Saudi League","Al Khaleej","Min:350 Max:10000","0","270","7","false","false","224394","false","false","LM,CF,LW","450"
"Ounahi","76","Common","CM","Morocco","Ligue 1 Uber Eats","OM","Min:350 Max:10000","0","270","7","false","false","255125","false","false","CM","450"
"Sottil","76","Common","LW","Italy","Serie A TIM","Fiorentina","Min:350 Max:10000","0","270","7","false","false","246431","false","false","LM,RW,LW","450"
"Nakamura","76","Common","GK","Japan","Liga Portugal","Portimonense SC","Min:350 Max:10000","0","270","7","false","false","232562","false","false","GK","450"
"Szalai","76","Common","CB","Hungary","Bundesliga","SC Freiburg","Min:300 Max:5000","0","270","7","false","false","50584818","false","false","CB","450"
"Boscagli","76","Common","CB","France","Eredivisie","PSV","Min:350 Max:10000","0","270","7","false","false","225863","false","false","CB","450"
"Barcola","76","Common","RW","France","Ligue 1 Uber Eats","Paris SG","Min:350 Max:10000","0","270","7","false","false","50596300","false","false","RM,RW,ST","450"
"Percival","76","Common","CM","New Zealand","Barclays WSL","Spurs","Min:350 Max:10000","0","270","7","false","false","265264","false","false","RB,CDM,CM","500"
"Zuber","76","Common","ST","Switzerland","Hellas Liga","AEK Athens","Min:350 Max:10000","0","270","7","false","false","190059","false","false","LM,CF,ST","450"
"Bartovičová","76","Common","CB","Slovakia","Ceska Liga Žen","Slavia Praha","Min:350 Max:10000","0","270","7","false","false","275813","false","false","CB","450"
"Kowalski","76","Common","CB","United States","NWSL","Chicago Red Stars","Min:350 Max:10000","0","270","7","false","false","268691","false","false","CB","450"
"Omari","76","Common","CB","France","Ligue 1 Uber Eats","Stade Rennais FC","Min:350 Max:10000","0","270","7","false","false","256854","false","false","CB","450"
"Ozdoev","76","Common","CM","Russia","Hellas Liga","PAOK FC","Min:350 Max:10000","0","270","7","false","false","200094","false","false","CDM,CM","400"
"Nico González","76","Common","CDM","Spain","Liga Portugal","FC Porto","Min:350 Max:10000","0","0","7","true","false","255069","false","false","CDM,CM","450"
"Truffert","76","Common","LB","France","Ligue 1 Uber Eats","Stade Rennais FC","Min:350 Max:10000","0","0","4","true","false","256769","false","false","LB,LWB","450"
"Král","76","Common","CDM","Czech Republic","Bundesliga","Union Berlin","Min:350 Max:10000","0","0","7","true","false","247028","false","false","CDM,CM","450"
"Dembélé","76","Common","ST","France","ROSHN Saudi League","Ettifaq FC","Min:350 Max:10000","0","0","7","true","false","211591","false","false","CF,ST","450"
"Robinson","76","Rare","LB","United States","Premier League","Fulham","Min:650 Max:10000","0","0","7","true","false","229348","false","false","LB,LWB","700"
"Seiwald","76","Common","CM","Austria","Bundesliga","RB Leipzig","Min:350 Max:10000","0","0","7","true","false","257876","false","false","CDM,CM","450"
